Measure Mode: wall_time
Thread ID: 69917501084600
Fiber ID: 69917530404360
Total: 54.721102
Sort by: self_time

 %self      total      self      wait     child     calls  name
 19.17     19.015    10.492     8.524     0.000     6000   IO#gets

 %self      total      self      wait     child     calls  name
  0.00     15.586     0.000    15.586     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917510695660
Fiber ID: 69917518359720
Total: 15.576085
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.576     0.000    15.576     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518411780
Fiber ID: 69917518448440
Total: 15.554422
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.554     0.000    15.554     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518447600
Fiber ID: 69917520356360
Total: 15.549173
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.16     15.549     0.025    15.524     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520387440
Fiber ID: 69917520430420
Total: 15.523438
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.523     0.000    15.523     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521412100
Fiber ID: 69917521558260
Total: 15.486524
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.487     0.000    15.486     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521555320
Fiber ID: 69917522415440
Total: 15.479132
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12     15.479     0.019    15.460     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522411880
Fiber ID: 69917522452680
Total: 15.459606
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.460     0.000    15.460     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522474480
Fiber ID: 69917527823180
Total: 15.441798
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12     15.442     0.019    15.423     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527822020
Fiber ID: 69917527869100
Total: 15.422443
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.422     0.000    15.422     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528221420
Fiber ID: 69917528347780
Total: 15.264275
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.264     0.000    15.264     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528344280
Fiber ID: 69917528899920
Total: 15.247037
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.25     15.247     0.038    15.210     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528913900
Fiber ID: 69917528972720
Total: 15.208853
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.209     0.000    15.209     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528971980
Fiber ID: 69917529508100
Total: 15.191415
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.10     15.191     0.015    15.177     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529571140
Fiber ID: 69917529692920
Total: 15.176275
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.176     0.000    15.176     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529691900
Fiber ID: 69917529948100
Total: 15.162026
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.162     0.000    15.162     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530255920
Fiber ID: 69917530312860
Total: 15.139723
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.140     0.000    15.140     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530312180
Fiber ID: 69917531584620
Total: 15.127998
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.32     15.128     0.048    15.080     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531625220
Fiber ID: 69917531776420
Total: 15.079747
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.080     0.000    15.080     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531798340
Fiber ID: 69917533135620
Total: 15.074359
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.15     15.074     0.023    15.051     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533206300
Fiber ID: 69917533276980
Total: 15.050806
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.051     0.000    15.051     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533274180
Fiber ID: 69917534593700
Total: 15.034934
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.14     15.035     0.021    15.014     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534673400
Fiber ID: 69917534830920
Total: 15.013647
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     15.014     0.000    15.014     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534840560
Fiber ID: 69917536893300
Total: 14.998922
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.29     14.999     0.044    14.955     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536958180
Fiber ID: 69917537225340
Total: 14.954811
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.955     0.000    14.955     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917537222920
Fiber ID: 69917561749520
Total: 14.945077
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.945     0.000    14.945     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917561824800
Fiber ID: 69917565286580
Total: 14.853581
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.854     0.000    14.854     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917507025280
Fiber ID: 69917511133340
Total: 14.826961
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.827     0.000    14.827     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511358060
Fiber ID: 69917511429260
Total: 14.711065
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.711     0.000    14.711     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511427320
Fiber ID: 69917517636960
Total: 14.704562
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.705     0.000    14.705     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517904360
Fiber ID: 69917517940040
Total: 14.681202
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.681     0.000    14.681     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517994260
Fiber ID: 69917519842960
Total: 14.670058
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.08     14.670     0.011    14.659     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519871420
Fiber ID: 69917519917140
Total: 14.658297
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.658     0.000    14.658     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519916040
Fiber ID: 69917520922480
Total: 14.651177
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.16     14.651     0.023    14.628     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520958100
Fiber ID: 69917521057700
Total: 14.627450
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.627     0.000    14.627     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521055220
Fiber ID: 69917521630540
Total: 14.609720
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.610     0.000    14.610     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521867240
Fiber ID: 69917521862720
Total: 14.567555
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.568     0.000    14.568     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521911040
Fiber ID: 69917522525080
Total: 14.562178
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.562     0.000    14.562     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521983860
Fiber ID: 69917522102680
Total: 14.533863
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.534     0.000    14.534     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522140640
Fiber ID: 69917528120860
Total: 14.523892
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.18     14.524     0.026    14.498     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528117160
Fiber ID: 69917528144120
Total: 14.497140
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.497     0.000    14.497     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528140300
Fiber ID: 69917528607020
Total: 14.479920
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.11     14.480     0.016    14.464     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528606040
Fiber ID: 69917528689120
Total: 14.463156
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.463     0.000    14.463     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528688260
Fiber ID: 69917529039040
Total: 14.450422
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.450     0.000    14.450     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529211800
Fiber ID: 69917529386420
Total: 14.425010
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.425     0.000    14.425     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529385500
Fiber ID: 69917529750020
Total: 14.419815
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.420     0.000    14.420     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529888920
Fiber ID: 69917529911420
Total: 14.379362
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.379     0.000    14.379     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529910040
Fiber ID: 69917530380380
Total: 14.374002
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.374     0.000    14.374     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530889400
Fiber ID: 69917531043260
Total: 14.328669
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.329     0.000    14.329     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531040700
Fiber ID: 69917531881940
Total: 14.319962
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.320     0.000    14.320     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917532512720
Fiber ID: 69917532576480
Total: 14.290873
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.291     0.000    14.291     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917532574860
Fiber ID: 69917533323560
Total: 14.281079
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.281     0.000    14.281     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533929040
Fiber ID: 69917534101340
Total: 14.210854
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.211     0.000    14.211     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534098680
Fiber ID: 69917535094520
Total: 14.203596
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01     14.204     0.002    14.202     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536347000
Fiber ID: 69917536520600
Total: 14.177198
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.177     0.000    14.177     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536518800
Fiber ID: 69917537688760
Total: 14.171917
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.172     0.000    14.172     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917500964920
Fiber ID: 69917504000740
Total: 14.060207
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.060     0.000    14.050     0.010        1   Stomp::Client#start_listeners
  0.00      0.010     0.000     0.010     0.000        1   IO#gets
  0.00      0.010     0.000     0.000     0.010        2   Mutex#synchronize
  0.00      0.010     0.000     0.000     0.010        1   Stomp::Connection#_init_line_read
  0.00      0.010     0.000     0.000     0.010        1   Stomp::Connection#__old_receive
  0.00      0.010     0.000     0.000     0.010        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.010     0.000     0.000     0.010        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917510507460
Fiber ID: 69917510347560
Total: 14.016665
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     14.017     0.000    14.017     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        2   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917510608960
Fiber ID: 69917512004620
Total: 13.997741
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.09     13.998     0.013    13.985     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917512000360
Fiber ID: 69917510559760
Total: 13.984374
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.984     0.000    13.984     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917510694740
Fiber ID: 69917518413180
Total: 13.971554
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.972     0.000    13.971     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518411060
Fiber ID: 69917518447800
Total: 13.950589
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.951     0.000    13.951     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518487060
Fiber ID: 69917519865140
Total: 13.942168
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.942     0.000    13.942     0.001        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.001     0.000     0.000     0.001        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#__old_receive
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.001     0.000     0.000     0.001        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520383660
Fiber ID: 69917520429340
Total: 13.915769
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.916     0.000    13.916     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520452780
Fiber ID: 69917521412500
Total: 13.899698
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.15     13.900     0.020    13.879     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521423920
Fiber ID: 69917521554120
Total: 13.879130
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.879     0.000    13.879     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521551880
Fiber ID: 69917522427840
Total: 13.869935
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.43     13.870     0.060    13.810     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522423720
Fiber ID: 69917522473100
Total: 13.809140
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.809     0.000    13.809     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522471120
Fiber ID: 69917527821320
Total: 13.800395
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.17     13.800     0.024    13.777     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527819280
Fiber ID: 69917527915800
Total: 13.776329
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.776     0.000    13.776     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527915200
Fiber ID: 69917528219700
Total: 13.765271
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.15     13.765     0.021    13.744     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528325060
Fiber ID: 69917528357620
Total: 13.743720
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.744     0.000    13.744     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528355420
Fiber ID: 69917528688920
Total: 13.734953
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.735     0.000    13.735     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528911900
Fiber ID: 69917528968960
Total: 13.697036
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.697     0.000    13.697     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528966060
Fiber ID: 69917529565300
Total: 13.685355
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.87     13.685     0.119    13.566     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529563700
Fiber ID: 69917529690120
Total: 13.559262
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.559     0.000    13.559     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529689480
Fiber ID: 69917529943560
Total: 13.545228
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.08     13.545     0.011    13.534     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530252340
Fiber ID: 69917530310680
Total: 13.443978
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.444     0.000    13.444     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530310020
Fiber ID: 69917531108080
Total: 13.433382
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01     13.433     0.001    13.432     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531699660
Fiber ID: 69917531795060
Total: 13.393604
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.394     0.000    13.394     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531792980
Fiber ID: 69917532575080
Total: 13.371010
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.371     0.000    13.371     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533210000
Fiber ID: 69917533284980
Total: 13.323628
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.324     0.000    13.324     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533283240
Fiber ID: 69917534271580
Total: 13.314082
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.314     0.000    13.314     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534718820
Fiber ID: 69917534871140
Total: 13.291289
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.291     0.000    13.291     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534869020
Fiber ID: 69917536684780
Total: 13.281429
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.281     0.000    13.281     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917537015540
Fiber ID: 69917537328340
Total: 13.215285
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.215     0.000    13.215     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917537369980
Fiber ID: 69917561835820
Total: 13.204533
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.20     13.205     0.026    13.178     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917561832900
Fiber ID: 69917565393060
Total: 13.078921
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.079     0.000    13.079     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917565392920
Fiber ID: 69917506486580
Total: 13.068969
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.069     0.000    13.069     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917506555180
Fiber ID: 69917507000060
Total: 13.009838
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00     13.010     0.000    13.010     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917507024740
Fiber ID: 69917510461660
Total: 13.001548
Sort by: self_time

 %self      total      self      wait     child     calls  name
